"設置位置ID","オーダーID","セクタ管理番号","ベンダー","ANT_NO","Transmitter_Name","RAN種別","BBT_CODE_加入DFGC","作業番号","帯域","BAND","BBU_sys","GPSフラグ"
"CU-01466_1","R001815283","CU-01466_00003","","3","CI_L34GＫＤ津市栄町_3","3.4G","","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01549_1","R001829422","CU-01549_00001","","1","CI_L34G中区栄２第４_1","3.4G","71-212","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01549_1","R001829422","CU-01549_00001","","1","CI_N34G中区栄２第４_1","3.4G","71-212","","40MHz","3.4GHz-NR","","0"
"CU-01549_1","R001829422","CU-01549_00002","","2","CI_N34G中区栄２第４_2","3.4G","71-212","","40MHz","3.4GHz-NR","","0"
"CU-01549_1","R001829422","CU-01549_00002","","2","CI_L34G中区栄２第４_2","3.4G","71-212","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01555_1","R001903359","CU-01555_00001","Ericsson","1","CI_N34G中区錦西第８_1","3.4G","71-212","6463884","40MHz","3.4GHz-NR","EA161","0"
"CU-01555_1","R001903359","CU-01555_00001","","1","CU-01555_1_LTE_D002283356_8_1","3.4G","71-212","6463884","20MHz+20MHz","3.4GHz-LTE","EA161","0"
"CU-01555_1","R001903359","CU-01555_00002","","2","CU-01555_1_LTE_D002283356_8_2","3.4G","71-212","6463884","20MHz+20MHz","3.4GHz-LTE","EA161","0"
"CU-01555_1","R001903359","CU-01555_00002","Ericsson","2","CI_N34G中区錦西第８_2","3.4G","71-212","6463884","40MHz","3.4GHz-NR","EA161","0"
"CU-01561_1","R001914429","CU-01561_00001","","1","CI_N34G（仮）千種振甫_1","3.4G","71-007","","40MHz","3.4GHz-NR","","0"
"CU-01561_1","R001914429","CU-01561_00001","","1","CI_L３４Ｇ（仮）千種振甫_1","3.4G","71-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01561_1","R001914429","CU-01561_00002","","2","CI_L３４Ｇ（仮）千種振甫_2","3.4G","71-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01561_1","R001914429","CU-01561_00002","","2","CI_N34G（仮）千種振甫_2","3.4G","71-007","","40MHz","3.4GHz-NR","","0"
"CU-01561_1","R001914429","CU-01561_00003","","3","CI_L３４Ｇ（仮）千種振甫_3","3.4G","71-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01561_1","R001914429","CU-01561_00003","","3","CI_N34G（仮）千種振甫_3","3.4G","71-007","","40MHz","3.4GHz-NR","","0"
"CU-01924_1","R001961718","CU-01924_00001","","1","CI_N34G（仮）名古屋中栄Ｄ_1","3.4G","71-212","","40MHz","3.4GHz-NR","","0"
"CU-01924_1","R001961718","CU-01924_00001","","1","CI_L３４Ｇ（仮）名古屋中栄Ｄ_1","3.4G","71-212","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01926_1","R001961719","CU-01926_00001","","1","CI_L３４Ｇ（仮）中区三の丸_1","3.4G","71-212","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01926_1","R001961719","CU-01926_00001","","1","CI_N34G（仮）中区三の丸_1","3.4G","71-212","","40MHz","3.4GHz-NR","","0"
"CU-01926_1","R001961719","CU-01926_00002","","2","CI_L３４Ｇ（仮）中区三の丸_2","3.4G","71-212","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01926_1","R001961719","CU-01926_00002","","2","CI_N34G（仮）中区三の丸_2","3.4G","71-212","","40MHz","3.4GHz-NR","","0"
"CU-01926_1","R001961719","CU-01926_00003","","3","CI_L３４Ｇ（仮）中区三の丸_3","3.4G","71-212","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01926_1","R001961719","CU-01926_00003","","3","CI_N34G（仮）中区三の丸_3","3.4G","71-212","","40MHz","3.4GHz-NR","","0"
"CU-01928_1","R001961924","CU-01928_00001","","1","CI_L３４Ｇ（仮）愛知名古屋市中区第８４_1","3.4G","71-016","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01928_1","R001961924","CU-01928_00001","","1","CI_N34G（仮）愛知名古屋市中区第８４_1","3.4G","71-016","","40MHz","3.4GHz-NR","","0"
"CU-01929_1","R001961941","CU-01929_00001","","1","CI_L３４Ｇ（仮）名古屋市中区０１９Ｗ_1","3.4G","71-016","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01929_1","R001961941","CU-01929_00001","","1","CI_N34G（仮）名古屋市中区０１９Ｗ_1","3.4G","71-016","","40MHz","3.4GHz-NR","","0"
"CU-01929_1","R001961941","CU-01929_00002","","2","CI_L３４Ｇ（仮）名古屋市中区０１９Ｗ_2","3.4G","71-016","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01929_1","R001961941","CU-01929_00002","","2","CI_N34G（仮）名古屋市中区０１９Ｗ_2","3.4G","71-016","","40MHz","3.4GHz-NR","","0"
"CU-01929_1","R001961941","CU-01929_00003","","3","CI_L３４Ｇ（仮）名古屋市中区０１９Ｗ_3","3.4G","71-016","","20MHz+20MHz","3.4GHz-LTE","","0"
"CU-01929_1","R001961941","CU-01929_00003","","3","CI_N34G（仮）名古屋市中区０１９Ｗ_3","3.4G","71-016","","40MHz","3.4GHz-NR","","0"
"CV-84022_1","R001673791","CV-84022_00001","Ericsson","1","CI_L9M可児姫ケ丘第２_1","900M","72-051","6413985","10MHz","900MHz-LTE","EA011","0"
"CV-84022_1","R001673791","CV-84022_00002","Ericsson","2","CI_L9M可児姫ケ丘第２_2","900M","72-051","6413985","10MHz","900MHz-LTE","EA011","0"
"CV-84022_1","R001673791","CV-84022_00003","Ericsson","3","CI_L9M可児姫ケ丘第２_3","900M","72-051","6413985","10MHz","900MHz-LTE","EA011","0"
"CV-88067_1","R001725989","CV-88067_00001","Ericsson","1","CI_L9M浜松板屋町第２_1","900M","74-024","6415748","10MHz","900MHz-LTE","EA041","0"
"CV-88067_1","R001725989","CV-88067_00002","Ericsson","2","CI_L9M浜松板屋町第２_2","900M","74-024","6415748","10MHz","900MHz-LTE","EA041","0"
"CV-88067_1","R001725989","CV-88067_00003","Ericsson","3","CI_L9M浜松板屋町第２_3","900M","74-024","6415748","10MHz","900MHz-LTE","EA041","0"
"CV-90206_1","R001673010","CV-90206_00001","Ericsson","1","CI_L9M中川一色新町_1","900M","71-024","6415713","10MHz","900MHz-LTE","EA011","0"
"CV-90206_1","R001673010","CV-90206_00002","Ericsson","2","CI_L9M中川一色新町_2","900M","71-024","6415713","10MHz","900MHz-LTE","EA011","0"
"CV-90206_1","R001673010","CV-90206_00003","Ericsson","3","CI_L9M中川一色新町_3","900M","71-024","6415713","10MHz","900MHz-LTE","EA011","0"
"CV-90397_1","R001673052","CV-90397_00001","Ericsson","1","CI_L9M豊橋大岩西_1","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-90397_1","R001673052","CV-90397_00002","Ericsson","2","CI_L9M豊橋大岩西_2","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-90397_1","R001673052","CV-90397_00003","Ericsson","3","CI_L9M豊橋大岩西_3","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-90399_1","R001673025","CV-90399_00001","Ericsson","1","CI_L9M豊橋雲谷_1","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-90399_1","R001673025","CV-90399_00002","Ericsson","2","CI_L9M豊橋雲谷_2","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-90399_1","R001673025","CV-90399_00003","Ericsson","3","CI_L9M豊橋雲谷_3","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-90609_1","R001673160","CV-90609_00001","Ericsson","1","CI_L9M春日井松本_1","900M","71-071","6412654","10MHz","900MHz-LTE","EA011","0"
"CV-90609_1","R001673160","CV-90609_00002","Ericsson","2","CI_L9M春日井松本_2","900M","71-071","6412654","10MHz","900MHz-LTE","EA011","0"
"CV-90609_1","R001673160","CV-90609_00003","Ericsson","3","CI_L9M春日井松本_3","900M","71-071","6412654","10MHz","900MHz-LTE","EA011","0"
"CV-90613_1","R001673169","CV-90613_00001","Ericsson","1","CI_L9M春日井中央台北_1","900M","71-070","6412655","10MHz","900MHz-LTE","EA011","0"
"CV-90613_1","R001673169","CV-90613_00002","Ericsson","2","CI_L9M春日井中央台北_2","900M","71-070","6412655","10MHz","900MHz-LTE","EA011","0"
"CV-90613_1","R001673169","CV-90613_00003","Ericsson","3","CI_L9M春日井中央台北_3","900M","71-070","6412655","10MHz","900MHz-LTE","EA011","0"
"CV-90617_1","R001673154","CV-90617_00001","Ericsson","1","CI_L9M春日井気噴_1","900M","71-071","6412654","10MHz","900MHz-LTE","EA011","0"
"CV-90617_1","R001673154","CV-90617_00002","Ericsson","2","CI_L9M春日井気噴_2","900M","71-071","6412654","10MHz","900MHz-LTE","EA011","0"
"CV-90617_1","R001673154","CV-90617_00003","Ericsson","3","CI_L9M春日井気噴_3","900M","71-071","6412654","10MHz","900MHz-LTE","EA011","0"
"CV-90712_1","R001673205","CV-90712_00001","Ericsson","1","CI_L9M豊田亀首_1","900M","71-082","6407670","10MHz","900MHz-LTE","EA011","0"
"CV-90712_1","R001673205","CV-90712_00002","Ericsson","2","CI_L9M豊田亀首_2","900M","71-082","6407670","10MHz","900MHz-LTE","EA011","0"
"CV-90712_1","R001673205","CV-90712_00003","Ericsson","3","CI_L9M豊田亀首_3","900M","71-082","6407670","10MHz","900MHz-LTE","EA011","0"
"CV-90818_1","R001673230","CV-90818_00001","Ericsson","1","CI_L9M安城桜井西_1","900M","71-091","6415725","10MHz","900MHz-LTE","EA011","0"
"CV-90818_1","R001673230","CV-90818_00002","Ericsson","2","CI_L9M安城桜井西_2","900M","71-091","6415725","10MHz","900MHz-LTE","EA011","0"
"CV-90818_1","R001673230","CV-90818_00003","Ericsson","3","CI_L9M安城桜井西_3","900M","71-091","6415725","10MHz","900MHz-LTE","EA011","0"
"CV-91316_1","R001673669","CV-91316_00001","Ericsson","1","CI_L9M豊橋原_1","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-91316_1","R001673669","CV-91316_00002","Ericsson","2","CI_L9M豊橋原_2","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-91316_1","R001673669","CV-91316_00003","Ericsson","3","CI_L9M豊橋原_3","900M","71-045","6415727","10MHz","900MHz-LTE","EA011","0"
"CV-91440_1","R001673201","CV-91440_00001","Ericsson","1","CI_L9M豊田越戸_1","900M","71-082","6407670","10MHz","900MHz-LTE","EA011","0"
"CV-91440_1","R001673201","CV-91440_00002","Ericsson","2","CI_L9M豊田越戸_2","900M","71-082","6407670","10MHz","900MHz-LTE","EA011","0"
"CV-91440_1","R001673201","CV-91440_00003","Ericsson","3","CI_L9M豊田越戸_3","900M","71-082","6407670","10MHz","900MHz-LTE","EA011","0"
"CV-91442_1","R001953029","CV-91442_00001","Ericsson","1","CI_L9M安城藤井中央_1","900M","71-091","6415725","10MHz","900MHz-LTE","EA011","0"
"CV-91442_1","R001953029","CV-91442_00002","Ericsson","2","CI_L9M安城藤井中央_2","900M","71-091","6415725","10MHz","900MHz-LTE","EA011","0"
"CV-91442_1","R001953029","CV-91442_00003","Ericsson","3","CI_L9M安城藤井中央_3","900M","71-091","6415725","10MHz","900MHz-LTE","EA011","0"
"CV-91714_1","R001673216","CV-91714_00001","Ericsson","1","CI_L9M豊田大清水_1","900M","71-082","6412653","10MHz","900MHz-LTE","EA021","0"
"CV-91714_1","R001673216","CV-91714_00002","Ericsson","2","CI_L9M豊田大清水_2","900M","71-082","6412653","10MHz","900MHz-LTE","EA021","0"
"CV-91714_1","R001673216","CV-91714_00003","Ericsson","3","CI_L9M豊田大清水_3","900M","71-082","6412653","10MHz","900MHz-LTE","EA021","0"
"CV-94295_1","R001672688","CV-94295_00001","Ericsson","1","CI_L9M可児下恵土西_1","900M","72-051","6413985","10MHz","900MHz-LTE","EA011","0"
"CV-94295_1","R001672688","CV-94295_00002","Ericsson","2","CI_L9M可児下恵土西_2","900M","72-051","6413985","10MHz","900MHz-LTE","EA011","0"
"CV-94295_1","R001672688","CV-94295_00003","Ericsson","3","CI_L9M可児下恵土西_3","900M","72-051","6413985","10MHz","900MHz-LTE","EA011","0"
"CV-97128_1","R001840818","CV-97128_00001","Ericsson","1","CI_L9M浜松田町_1","900M","74-024","6415593","10MHz","900MHz-LTE","EA011","0"
"CV-97128_1","R001840818","CV-97128_00002","Ericsson","2","CI_L9M浜松田町_2","900M","74-024","6415593","10MHz","900MHz-LTE","EA011","0"
"CV-97128_1","R001840818","CV-97128_00003","Ericsson","3","CI_L9M浜松田町_3","900M","74-024","6415593","10MHz","900MHz-LTE","EA011","0"
"CV-97130_1","R001672805","CV-97130_00001","Ericsson","1","CI_L9M浜松寺島_1","900M","74-024","6349969","10MHz","900MHz-LTE","EA281","0"
"CV-97130_1","R001672805","CV-97130_00002","Ericsson","2","CI_L9M浜松寺島_2","900M","74-024","6349969","10MHz","900MHz-LTE","EA281","0"
"CV-97130_1","R001672805","CV-97130_00003","Ericsson","3","CI_L9M浜松寺島_3","900M","74-024","6349969","10MHz","900MHz-LTE","EA281","0"
"CV-97139_1","R001745685","CV-97139_00001","Ericsson","1","CI_L9M浜松富塚南_1","900M","74-053","6412673","10MHz","900MHz-LTE","EA121","0"
"CV-97139_1","R001745685","CV-97139_00002","Ericsson","2","CI_L9M浜松富塚南_2","900M","74-053","6412673","10MHz","900MHz-LTE","EA121","0"
"CV-97139_1","R001745685","CV-97139_00003","Ericsson","3","CI_L9M浜松富塚南_3","900M","74-053","6412673","10MHz","900MHz-LTE","EA121","0"
"CV-97191_1","R001672831","CV-97191_00001","Ericsson","1","CI_L9M浜松金折_1","900M","74-063","6415716","10MHz","900MHz-LTE","EA011","0"
"CV-97191_1","R001672831","CV-97191_00002","Ericsson","2","CI_L9M浜松金折_2","900M","74-063","6415716","10MHz","900MHz-LTE","EA011","0"
"CV-97191_1","R001672831","CV-97191_00003","Ericsson","3","CI_L9M浜松金折_3","900M","74-063","6415716","10MHz","900MHz-LTE","EA011","0"
"CV-97489_1","R001672939","CV-97489_00001","Ericsson","1","CI_L9M掛川満水_1","900M","74-133","6415744","10MHz","900MHz-LTE","EA131","0"
"CV-97503_1","R001672935","CV-97503_00001","Ericsson","1","CI_L9M掛川上西郷南_1","900M","74-133","6415745","10MHz","900MHz-LTE","EA061","0"
"CV-97503_1","R001672935","CV-97503_00002","Ericsson","2","CI_L9M掛川上西郷南_2","900M","74-133","6415745","10MHz","900MHz-LTE","EA061","0"
"CV-97503_1","R001672935","CV-97503_00003","Ericsson","3","CI_L9M掛川上西郷南_3","900M","74-133","6415745","10MHz","900MHz-LTE","EA061","0"
"CV-97601_1","R001952914","CV-97601_00001","Ericsson","1","CI_L9M湖西山口_1","900M","74-036","6415717","10MHz","900MHz-LTE","EA011","0"
"CV-97601_1","R001952914","CV-97601_00002","Ericsson","2","CI_L9M湖西山口_2","900M","74-036","6415717","10MHz","900MHz-LTE","EA011","0"
"CV-97844_1","R001840819","CV-97844_00001","Ericsson","1","CI_L9M浜松志都呂_1","900M","74-066","6415746","10MHz","900MHz-LTE","EA041","0"
"CV-97844_1","R001840819","CV-97844_00002","Ericsson","2","CI_L9M浜松志都呂_2","900M","74-066","6415746","10MHz","900MHz-LTE","EA041","0"
"CV-98381_1","R001672802","CV-98381_00001","Ericsson","1","CI_L9M浜松市中区０２３Ｗ_1","900M","74-024","6375262","10MHz","900MHz-LTE","EA271","0"
"CV-98381_1","R001672802","CV-98381_00002","Ericsson","2","CI_L9M浜松市中区０２３Ｗ_2","900M","74-024","6375262","10MHz","900MHz-LTE","EA271","0"
"CV-98381_1","R001672802","CV-98381_00003","Ericsson","3","CV-98381_1_LTE_D002145411_11_3","900M","74-024","","10MHz","900MHz-LTE","","0"
"CV-98508_1","R001673630","CV-98508_00001","Ericsson","1","CI_L9M浜松森田町_1","900M","74-024","6349969","10MHz","900MHz-LTE","EA281","0"
"CV-98508_1","R001673630","CV-98508_00002","Ericsson","2","CI_L9M浜松森田町_2","900M","74-024","6349969","10MHz","900MHz-LTE","EA281","0"
"CV-98508_1","R001673630","CV-98508_00003","Ericsson","3","CI_L9M浜松森田町_3","900M","74-024","6349969","10MHz","900MHz-LTE","EA281","0"
"CX-60005_1","R001824106","CX-60005_00001","Ericsson","1","CI_L7M愛西稲葉町_1","700M","71-075","6421732","10MHz","700MHz-LTE","EA051","0"
"CX-60005_1","R001824106","CX-60005_00002","Ericsson","2","CI_L7M愛西稲葉町_2","700M","71-075","6421732","10MHz","700MHz-LTE","EA051","0"
"CX-60005_1","R001824106","CX-60005_00003","Ericsson","3","CI_L7M愛西稲葉町_3","700M","71-075","6421732","10MHz","700MHz-LTE","EA051","0"
"CX-60051_1","R001824122","CX-60051_00001","Ericsson","1","CI_L7M一宮高畑町_1","700M","71-057","6379249","10MHz","700MHz-LTE","EA061","0"
"CX-60051_1","R001824122","CX-60051_00002","Ericsson","2","CI_L7M一宮高畑町_2","700M","71-057","6379249","10MHz","700MHz-LTE","EA061","0"
"CX-60051_1","R001824122","CX-60051_00003","Ericsson","3","CI_L7M一宮高畑町_3","700M","71-057","6379249","10MHz","700MHz-LTE","EA061","0"
"CX-60052_1","R001565030","CX-60052_00001","","1","CI_L7M中川かの里_1","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60052_1","R001565030","CX-60052_00002","","2","CI_L7M中川かの里_2","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60052_1","R001565030","CX-60052_00003","","3","CI_L7M中川かの里_3","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60054_1","R001824040","CX-60054_00001","","1","CI_L7M港新茶屋_1","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60054_1","R001824040","CX-60054_00002","","2","CI_L7M港新茶屋_2","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60054_1","R001824040","CX-60054_00003","","3","CI_L7M港新茶屋_3","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60055_1","R001824037","CX-60055_00001","","1","CI_L7M港春田野_1","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60055_1","R001824037","CX-60055_00002","","2","CI_L7M港春田野_2","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60055_1","R001824037","CX-60055_00003","","3","CI_L7M港春田野_3","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60058_1","R001565047","CX-60058_00001","","1","CI_L7M中川東春田_1","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60058_1","R001565047","CX-60058_00002","","2","CI_L7M中川東春田_2","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60058_1","R001565047","CX-60058_00003","","3","CI_L7M中川東春田_3","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60063_1","R001565034","CX-60063_00001","","1","CI_L7M中川江松_1","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60063_1","R001565034","CX-60063_00002","","2","CI_L7M中川江松_2","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60063_1","R001565034","CX-60063_00003","","3","CI_L7M中川江松_3","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60068_1","R001824038","CX-60068_00001","","1","CI_L7M名古屋港知多_1","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60068_1","R001824038","CX-60068_00002","","2","CI_L7M名古屋港知多_2","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60068_1","R001824038","CX-60068_00003","","3","CI_L7M名古屋港知多_3","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60074_1","R001565031","CX-60074_00001","","1","CI_L7M中川一色新町_1","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60074_1","R001565031","CX-60074_00002","","2","CI_L7M中川一色新町_2","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60074_1","R001565031","CX-60074_00003","","3","CI_L7M中川一色新町_3","700M","71-024","","10MHz","700MHz-LTE","","0"
"CX-60092_1","R001824045","CX-60092_00001","","1","CI_L7M名古屋港惟信町_1","700M","71-027","","10MHz","700MHz-LTE","","0"
"CX-60092_1","R001824045","CX-60092_00002","","2","CI_L7M名古屋港惟信町_2","700M","71-027","","10MHz","700MHz-LTE","","0"
"CX-60092_1","R001824045","CX-60092_00003","","3","CI_L7M名古屋港惟信町_3","700M","71-027","","10MHz","700MHz-LTE","","0"
"CX-60116_1","R001565179","CX-60116_00001","","1","CI_L7M名古屋西浮野町_1","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60116_1","R001565179","CX-60116_00002","","2","CI_L7M名古屋西浮野町_2","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60116_1","R001565179","CX-60116_00003","","3","CI_L7M名古屋西浮野町_3","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60120_1","R001824039","CX-60120_00001","","1","CI_L7M港潮凪_1","700M","71-027","","10MHz","700MHz-LTE","","0"
"CX-60120_1","R001824039","CX-60120_00002","","2","CI_L7M港潮凪_2","700M","71-027","","10MHz","700MHz-LTE","","0"
"CX-60120_1","R001824039","CX-60120_00003","","3","CI_L7M港潮凪_3","700M","71-027","","10MHz","700MHz-LTE","","0"
"CX-60133_1","R001564976","CX-60133_00001","","1","CI_L7M西区丸野_1","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60133_1","R001564976","CX-60133_00002","","2","CI_L7M西区丸野_2","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60133_1","R001564976","CX-60133_00003","","3","CI_L7M西区丸野_3","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60154_1","R001824359","CX-60154_00001","","1","CI_L7M知多にしの台_1","700M","71-118","","10MHz","700MHz-LTE","","0"
"CX-60154_1","R001824359","CX-60154_00002","","2","CI_L7M知多にしの台_2","700M","71-118","","10MHz","700MHz-LTE","","0"
"CX-60154_1","R001824359","CX-60154_00003","","3","CI_L7M知多にしの台_3","700M","71-118","","10MHz","700MHz-LTE","","0"
"CX-60181_1","R001564978","CX-60181_00001","","1","CI_L7M西区上小田井_1","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60181_1","R001564978","CX-60181_00002","","2","CI_L7M西区上小田井_2","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60181_1","R001564978","CX-60181_00003","","3","CI_L7M西区上小田井_3","700M","71-010","","10MHz","700MHz-LTE","","0"
"CX-60255_1","R001565178","CX-60255_00001","Ericsson","1","CI_L7M名古屋西比良_1","700M","71-010","6421663","10MHz","700MHz-LTE","EA071","0"
"CX-60255_1","R001565178","CX-60255_00002","Ericsson","2","CI_L7M名古屋西比良_2","700M","71-010","6421663","10MHz","700MHz-LTE","EA071","0"
"CX-60255_1","R001565178","CX-60255_00003","Ericsson","3","CI_L7M名古屋西比良_3","700M","71-010","6421663","10MHz","700MHz-LTE","EA071","0"
