"設置位置ID","オーダーID","セクタ管理番号","ベンダー","ANT_NO","Transmitter_Name","RAN種別","BBT_CODE_加入DFGC","作業番号","帯域","BAND","BBU_sys","GPSフラグ"
"QS-02134_1","R002000618","QS-02134_00001","","1","QI_N39G福岡中間市第５(仮)_1","3.9G","87-061","","100MHz","3.9GHz-NR","","0"
"QS-02170_1","R002000659","QS-02170_00001","","1","QI_N39G嘉麻漆生二塚_1","3.9G","87-094","","100MHz","3.9GHz-NR","","0"
"QS-02170_1","R002000659","QS-02170_00002","","2","QI_N39G嘉麻漆生二塚_2","3.9G","87-094","","100MHz","3.9GHz-NR","","0"
"QS-02170_1","R002000659","QS-02170_00003","","3","QI_N39G嘉麻漆生二塚_3","3.9G","87-094","","100MHz","3.9GHz-NR","","0"
"QS-02171_1","R002000660","QS-02171_00001","","1","QI_N39G笠沙_1","3.9G","84-092","","100MHz","3.9GHz-NR","","0"
"QS-02171_1","R002000660","QS-02171_00002","","2","QI_N39G笠沙_2","3.9G","84-092","","100MHz","3.9GHz-NR","","0"
"QS-02171_1","R002000660","QS-02171_00003","","3","QI_N39G笠沙_3","3.9G","84-092","","100MHz","3.9GHz-NR","","0"
"QS-02172_1","R002000662","QS-02172_00001","","1","QI_N39G蒲生_1","3.9G","84-145","","100MHz","3.9GHz-NR","","0"
"QS-02172_1","R002000662","QS-02172_00002","","2","QI_N39G蒲生_2","3.9G","84-145","","100MHz","3.9GHz-NR","","0"
"QS-02172_1","R002000662","QS-02172_00003","","3","QI_N39G蒲生_3","3.9G","84-145","","100MHz","3.9GHz-NR","","0"
"QS-02175_1","R002000667","QS-02175_00001","","1","QI_N39G吉井直谷_1","3.9G","86-101","","100MHz","3.9GHz-NR","","0"
"QS-02175_1","R002000667","QS-02175_00002","","2","QI_N39G吉井直谷_2","3.9G","86-101","","100MHz","3.9GHz-NR","","0"
"QS-02175_1","R002000667","QS-02175_00003","","3","QI_N39G吉井直谷_3","3.9G","86-101","","100MHz","3.9GHz-NR","","0"
"QS-02176_1","R002000669","QS-02176_00001","","1","QI_N39G久留米宮ノ陣八丁島_1","3.9G","87-044","","100MHz","3.9GHz-NR","","0"
"QS-02176_1","R002000669","QS-02176_00002","","2","QI_N39G久留米宮ノ陣八丁島_2","3.9G","87-044","","100MHz","3.9GHz-NR","","0"
"QS-02176_1","R002000669","QS-02176_00003","","3","QI_N39G久留米宮ノ陣八丁島_3","3.9G","87-044","","100MHz","3.9GHz-NR","","0"
"QS-02177_1","R002000670","QS-02177_00001","","1","QI_N39G空港前_1","3.9G","87-024","","100MHz","3.9GHz-NR","","0"
"QS-02177_1","R002000670","QS-02177_00002","","2","QI_N39G空港前_2","3.9G","87-024","","100MHz","3.9GHz-NR","","0"
"QS-02177_1","R002000670","QS-02177_00003","","3","QI_N39G空港前_3","3.9G","87-024","","100MHz","3.9GHz-NR","","0"
"QS-02178_1","R002000671","QS-02178_00001","","1","QI_N39G熊本江津_1","3.9G","82-004","","100MHz","3.9GHz-NR","","0"
"QS-02178_1","R002000671","QS-02178_00002","","2","QI_N39G熊本江津_2","3.9G","82-004","","100MHz","3.9GHz-NR","","0"
"QS-02178_1","R002000671","QS-02178_00003","","3","QI_N39G熊本江津_3","3.9G","82-004","","100MHz","3.9GHz-NR","","0"
"QS-02179_1","R002000672","QS-02179_00001","","1","QI_N39G熊本黒髪西_1","3.9G","82-008","","100MHz","3.9GHz-NR","","0"
"QS-02179_1","R002000672","QS-02179_00002","","2","QI_N39G熊本黒髪西_2","3.9G","82-008","","100MHz","3.9GHz-NR","","0"
"QS-02179_1","R002000672","QS-02179_00003","","3","QI_N39G熊本黒髪西_3","3.9G","82-008","","100MHz","3.9GHz-NR","","0"
"QS-02182_1","R002000675","QS-02182_00001","","1","QI_N39G穴生_1","3.9G","87-019","","100MHz","3.9GHz-NR","","0"
"QS-02182_1","R002000675","QS-02182_00002","","2","QI_N39G穴生_2","3.9G","87-019","","100MHz","3.9GHz-NR","","0"
"QS-02182_1","R002000675","QS-02182_00003","","3","QI_N39G穴生_3","3.9G","87-019","","100MHz","3.9GHz-NR","","0"
"QS-02184_1","R002000678","QS-02184_00001","","1","QI_N39G古国府_1","3.9G","85-009","","100MHz","3.9GHz-NR","","0"
"QS-02184_1","R002000678","QS-02184_00002","","2","QI_N39G古国府_2","3.9G","85-009","","100MHz","3.9GHz-NR","","0"
"QS-02184_1","R002000678","QS-02184_00003","","3","QI_N39G古国府_3","3.9G","85-009","","100MHz","3.9GHz-NR","","0"
"QS-02188_1","R002000682","QS-02188_00001","","1","QI_N39G向原東_1","3.9G","85-006","","100MHz","3.9GHz-NR","","0"
"QS-02191_1","R002000686","QS-02191_00001","","1","QI_N39G国分福島_1","3.9G","84-058","","100MHz","3.9GHz-NR","","0"
"QS-02191_1","R002000686","QS-02191_00002","","2","QI_N39G国分福島_2","3.9G","84-058","","100MHz","3.9GHz-NR","","0"
"QS-02191_1","R002000686","QS-02191_00003","","3","QI_N39G国分福島_3","3.9G","84-058","","100MHz","3.9GHz-NR","","0"
"QS-02193_1","R002000689","QS-02193_00001","","1","QI_N39G佐賀蓮池_1","3.9G","83-001","","100MHz","3.9GHz-NR","","0"
"QS-02193_1","R002000689","QS-02193_00002","","2","QI_N39G佐賀蓮池_2","3.9G","83-001","","100MHz","3.9GHz-NR","","0"
"QS-02193_1","R002000689","QS-02193_00003","","3","QI_N39G佐賀蓮池_3","3.9G","83-001","","100MHz","3.9GHz-NR","","0"
"QS-02194_1","R002000690","QS-02194_00001","","1","QI_N39G佐世保田原町_1","3.9G","86-015","","100MHz","3.9GHz-NR","","0"
"QS-02194_1","R002000690","QS-02194_00002","","2","QI_N39G佐世保田原町_2","3.9G","86-015","","100MHz","3.9GHz-NR","","0"
"QS-02194_1","R002000690","QS-02194_00003","","3","QI_N39G佐世保田原町_3","3.9G","86-015","","100MHz","3.9GHz-NR","","0"
"QS-02196_1","R002000692","QS-02196_00001","","1","QI_N39G山鹿小原_1","3.9G","82-034","","100MHz","3.9GHz-NR","","0"
"QS-02197_1","R002000694","QS-02197_00001","","1","QI_N39G志賀島_1","3.9G","87-027","","100MHz","3.9GHz-NR","","0"
"QS-02197_1","R002000694","QS-02197_00002","","2","QI_N39G志賀島_2","3.9G","87-027","","100MHz","3.9GHz-NR","","0"
"QS-02197_1","R002000694","QS-02197_00003","","3","QI_N39G志賀島_3","3.9G","87-027","","100MHz","3.9GHz-NR","","0"
"QS-02199_1","R002000697","QS-02199_00001","","1","QI_N39G鹿児島西伊敷_1","3.9G","84-011","","100MHz","3.9GHz-NR","","0"
"QS-02199_1","R002000697","QS-02199_00002","","2","QI_N39G鹿児島西伊敷_2","3.9G","84-011","","100MHz","3.9GHz-NR","","0"
"QS-02199_1","R002000697","QS-02199_00003","","3","QI_N39G鹿児島西伊敷_3","3.9G","84-011","","100MHz","3.9GHz-NR","","0"
"QS-02200_1","R002000698","QS-02200_00001","","1","QI_N39G鹿島古枝_1","3.9G","83-023","","100MHz","3.9GHz-NR","","0"
"QS-02203_1","R002000702","QS-02203_00001","","1","QI_N39G舎利蔵_1","3.9G","87-080","","100MHz","3.9GHz-NR","","0"
"QS-02203_1","R002000702","QS-02203_00002","","2","QI_N39G舎利蔵_2","3.9G","87-080","","100MHz","3.9GHz-NR","","0"
"QS-02210_1","R002000711","QS-02210_00001","","1","QI_N39G諸富_1","3.9G","83-027","","100MHz","3.9GHz-NR","","0"
"QS-02210_1","R002000711","QS-02210_00002","","2","QI_N39G諸富_2","3.9G","83-027","","100MHz","3.9GHz-NR","","0"
"QS-02210_1","R002000711","QS-02210_00003","","3","QI_N39G諸富_3","3.9G","83-027","","100MHz","3.9GHz-NR","","0"
"QS-02212_1","R002000713","QS-02212_00001","","1","QI_N39G小郡上岩田_1","3.9G","87-062","","100MHz","3.9GHz-NR","","0"
"QS-02212_1","R002000713","QS-02212_00002","","2","QI_N39G小郡上岩田_2","3.9G","87-062","","100MHz","3.9GHz-NR","","0"
"QS-02212_1","R002000713","QS-02212_00003","","3","QI_N39G小郡上岩田_3","3.9G","87-062","","100MHz","3.9GHz-NR","","0"
"QS-02213_1","R002000714","QS-02213_00001","","1","QI_N39G小郡津古前田_1","3.9G","87-063","","100MHz","3.9GHz-NR","","0"
"QS-02213_1","R002000714","QS-02213_00002","","2","QI_N39G小郡津古前田_2","3.9G","87-063","","100MHz","3.9GHz-NR","","0"
"QS-02218_1","R002000719","QS-02218_00001","","1","QI_N39G小浜_1","3.9G","86-084","","100MHz","3.9GHz-NR","","0"
"QS-02218_1","R002000719","QS-02218_00002","","2","QI_N39G小浜_2","3.9G","86-084","","100MHz","3.9GHz-NR","","0"
"QS-02220_1","R002000722","QS-02220_00001","","1","QI_N39G上天草松島合津陳ノ上_1","3.9G","82-144","","100MHz","3.9GHz-NR","","0"
"QS-02220_1","R002000722","QS-02220_00002","","2","QI_N39G上天草松島合津陳ノ上_2","3.9G","82-144","","100MHz","3.9GHz-NR","","0"
"QS-02220_1","R002000722","QS-02220_00003","","3","QI_N39G上天草松島合津陳ノ上_3","3.9G","82-144","","100MHz","3.9GHz-NR","","0"
"QS-02222_1","R002000725","QS-02222_00001","","1","QI_N39G真方_1","3.9G","81-028","","100MHz","3.9GHz-NR","","0"
"QS-02222_1","R002000725","QS-02222_00002","","2","QI_N39G真方_2","3.9G","81-028","","100MHz","3.9GHz-NR","","0"
"QS-02222_1","R002000725","QS-02222_00003","","3","QI_N39G真方_3","3.9G","81-028","","100MHz","3.9GHz-NR","","0"
"QS-02229_1","R002000736","QS-02229_00001","","1","QI_N39G早見_1","3.9G","87-072","","100MHz","3.9GHz-NR","","0"
"QS-02229_1","R002000736","QS-02229_00002","","2","QI_N39G早見_2","3.9G","87-072","","100MHz","3.9GHz-NR","","0"
"QS-02229_1","R002000736","QS-02229_00003","","3","QI_N39G早見_3","3.9G","87-072","","100MHz","3.9GHz-NR","","0"
"QS-02231_1","R002000738","QS-02231_00001","","1","QI_N39G大川大野島_1","3.9G","87-059","","100MHz","3.9GHz-NR","","0"
"QS-02231_1","R002000738","QS-02231_00002","","2","QI_N39G大川大野島_2","3.9G","87-059","","100MHz","3.9GHz-NR","","0"
"QS-02231_1","R002000738","QS-02231_00003","","3","QI_N39G大川大野島_3","3.9G","87-059","","100MHz","3.9GHz-NR","","0"
"QS-02232_1","R002000739","QS-02232_00001","","1","QI_N39G大刀洗（仮）_1","3.9G","87-113","","100MHz","3.9GHz-NR","","0"
"QS-02232_1","R002000739","QS-02232_00002","","2","QI_N39G大刀洗（仮）_2","3.9G","87-113","","100MHz","3.9GHz-NR","","0"
"QS-02232_1","R002000739","QS-02232_00003","","3","QI_N39G大刀洗（仮）_3","3.9G","87-113","","100MHz","3.9GHz-NR","","0"
"QS-02233_1","R002000740","QS-02233_00001","","1","QI_N39G大分熊本道上_1","3.9G","85-016","","100MHz","3.9GHz-NR","","0"
"QS-02233_1","R002000740","QS-02233_00002","","2","QI_N39G大分熊本道上_2","3.9G","85-016","","100MHz","3.9GHz-NR","","0"
"QS-02233_1","R002000740","QS-02233_00003","","3","QI_N39G大分熊本道上_3","3.9G","85-016","","100MHz","3.9GHz-NR","","0"
"QS-02238_1","R002000745","QS-02238_00001","","1","QI_N39G大分木上鉾手_1","3.9G","85-011","","100MHz","3.9GHz-NR","","0"
"QS-02238_1","R002000745","QS-02238_00002","","2","QI_N39G大分木上鉾手_2","3.9G","85-011","","100MHz","3.9GHz-NR","","0"
"QS-02238_1","R002000745","QS-02238_00003","","3","QI_N39G大分木上鉾手_3","3.9G","85-011","","100MHz","3.9GHz-NR","","0"
"QS-02241_1","R002000748","QS-02241_00001","","1","QI_N39G筑後_1","3.9G","87-047","","100MHz","3.9GHz-NR","","0"
"QS-02241_1","R002000748","QS-02241_00002","","2","QI_N39G筑後_2","3.9G","87-047","","100MHz","3.9GHz-NR","","0"
"QS-02241_1","R002000748","QS-02241_00003","","3","QI_N39G筑後_3","3.9G","87-047","","100MHz","3.9GHz-NR","","0"
"QS-02242_1","R002000749","QS-02242_00001","","1","QI_N39G筑後蔵数_1","3.9G","87-058","","100MHz","3.9GHz-NR","","0"
"QS-02242_1","R002000749","QS-02242_00002","","2","QI_N39G筑後蔵数_2","3.9G","87-058","","100MHz","3.9GHz-NR","","0"
"QS-02242_1","R002000749","QS-02242_00003","","3","QI_N39G筑後蔵数_3","3.9G","87-058","","100MHz","3.9GHz-NR","","0"
"QS-02244_1","R002000752","QS-02244_00001","","1","QI_N39G中間蓮花寺_1","3.9G","87-061","","100MHz","3.9GHz-NR","","0"
"QS-02244_1","R002000752","QS-02244_00002","","2","QI_N39G中間蓮花寺_2","3.9G","87-061","","100MHz","3.9GHz-NR","","0"
"QS-02244_1","R002000752","QS-02244_00003","","3","QI_N39G中間蓮花寺_3","3.9G","87-061","","100MHz","3.9GHz-NR","","0"
"QS-02246_1","R002000754","QS-02246_00001","","1","QI_N39G長崎川平町B_1","3.9G","86-001","","100MHz","3.9GHz-NR","","0"
"QS-02247_1","R002000755","QS-02247_00001","","1","QI_N39G長崎有明_1","3.9G","86-078","","100MHz","3.9GHz-NR","","0"
"QS-02247_1","R002000755","QS-02247_00002","","2","QI_N39G長崎有明_2","3.9G","86-078","","100MHz","3.9GHz-NR","","0"
"QS-02247_1","R002000755","QS-02247_00003","","3","QI_N39G長崎有明_3","3.9G","86-078","","100MHz","3.9GHz-NR","","0"
"QS-02252_1","R002000763","QS-02252_00001","","1","QI_N39G東市来_1","3.9G","84-104","","100MHz","3.9GHz-NR","","0"
"QS-02252_1","R002000763","QS-02252_00002","","2","QI_N39G東市来_2","3.9G","84-104","","100MHz","3.9GHz-NR","","0"
"QS-02252_1","R002000763","QS-02252_00003","","3","QI_N39G東市来_3","3.9G","84-104","","100MHz","3.9GHz-NR","","0"
"QS-02254_1","R002000766","QS-02254_00001","","1","QI_N39G那珂川今光_1","3.9G","87-071","","100MHz","3.9GHz-NR","","0"
"QS-02254_1","R002000766","QS-02254_00002","","2","QI_N39G那珂川今光_2","3.9G","87-071","","100MHz","3.9GHz-NR","","0"
"QS-02254_1","R002000766","QS-02254_00003","","3","QI_N39G那珂川今光_3","3.9G","87-071","","100MHz","3.9GHz-NR","","0"
"QS-02255_1","R002000767","QS-02255_00001","","1","QI_N39G二丈福井_1","3.9G","87-106","","100MHz","3.9GHz-NR","","0"
"QS-02260_1","R002000776","QS-02260_00001","","1","QI_N39G粕屋上大隈小浜_1","3.9G","87-079","","100MHz","3.9GHz-NR","","0"
"QS-02266_1","R002000784","QS-02266_00001","","1","QI_N39G平戸野子御嶋_1","3.9G","86-040","","100MHz","3.9GHz-NR","","0"
"QS-02268_1","R002000787","QS-02268_00001","","1","QI_N39G北郷_1","3.9G","81-050","","100MHz","3.9GHz-NR","","0"
"QS-02270_1","R002000790","QS-02270_00001","","1","QI_N39G野尻_1","3.9G","81-028","","100MHz","3.9GHz-NR","","0"
"QS-02270_1","R002000790","QS-02270_00002","","2","QI_N39G野尻_2","3.9G","81-028","","100MHz","3.9GHz-NR","","0"
"QS-02272_1","R002000793","QS-02272_00001","","1","QI_N39G油津2_1","3.9G","81-022","","100MHz","3.9GHz-NR","","0"
"QS-02272_1","R002000793","QS-02272_00002","","2","QI_N39G油津2_2","3.9G","81-022","","100MHz","3.9GHz-NR","","0"
"QS-02272_1","R002000793","QS-02272_00003","","3","QI_N39G油津2_3","3.9G","81-022","","100MHz","3.9GHz-NR","","0"
"QS-02275_1","R002000798","QS-02275_00001","","1","QI_N39G道ノ尾_1","3.9G","86-009","","100MHz","3.9GHz-NR","","0"
"QS-02277_1","R002000597","QS-02277_00001","","1","QI_N39G熊本熊本市北区第１９１(仮)_1","3.9G","82-003","","100MHz","3.9GHz-NR","","0"
"QS-02369_1","R002042007","QS-02369_00001","","1","QI_N39G宮崎高千穂通Ｂ_1","3.9G","81-124","","100MHz","3.9GHz-NR","","0"
"QS-02369_1","R002042007","QS-02369_00002","","2","QI_N39G宮崎高千穂通Ｂ_2","3.9G","81-124","","100MHz","3.9GHz-NR","","0"
"QS-02369_1","R002042007","QS-02369_00003","","3","QI_N39G宮崎高千穂通Ｂ_3","3.9G","81-124","","100MHz","3.9GHz-NR","","0"
"QS-02378_1","R002056340","QS-02378_00001","","1","QI_N39G宮崎高洲町_1","3.9G","81-124","","100MHz","3.9GHz-NR","","0"
"QU-00013_1","R001822954","QU-00013_00001","NOKIA","1","QI_L34G鹿児島市紫原_1","3.4G","84-002","6377347","20MHz+20MHz","3.4GHz-LTE","N0131","0"
"QU-00013_1","R001822954","QU-00013_00001","","1","QI_N34G鹿児島市紫原_1","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00013_1","R001822954","QU-00013_00002","NOKIA","2","QI_L34G鹿児島市紫原_2","3.4G","84-002","6377347","20MHz+20MHz","3.4GHz-LTE","N0131","0"
"QU-00013_1","R001822954","QU-00013_00002","","2","QI_N34G鹿児島市紫原_2","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00013_1","R001822954","QU-00013_00003","NOKIA","3","QI_L34G鹿児島市紫原_3","3.4G","84-002","6377347","20MHz+20MHz","3.4GHz-LTE","N0131","0"
"QU-00013_1","R001822954","QU-00013_00003","","3","QI_N34G鹿児島市紫原_3","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00027_1","R001943310","QU-00027_00001","","1","QI_N34G別府鶴見Ｂ_1","3.4G","85-018","","40MHz","3.4GHz-NR","","0"
"QU-00027_1","R001943310","QU-00027_00002","","2","QI_N34G別府鶴見Ｂ_2","3.4G","85-018","","40MHz","3.4GHz-NR","","0"
"QU-00027_1","R001943310","QU-00027_00003","","3","QI_N34G別府鶴見Ｂ_3","3.4G","85-018","","40MHz","3.4GHz-NR","","0"
"QU-00038_1","R001943166","QU-00038_00001","","1","QI_L34G長崎末石町(仮)_1","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00038_1","R001943166","QU-00038_00001","","1","QI_N34G長崎末石町(仮)_1","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00038_1","R001943166","QU-00038_00002","","2","QI_L34G長崎末石町(仮)_2","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00038_1","R001943166","QU-00038_00002","","2","QI_N34G長崎末石町(仮)_2","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00038_1","R001943166","QU-00038_00003","","3","QI_L34G長崎末石町(仮)_3","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00038_1","R001943166","QU-00038_00003","","3","QI_N34G長崎末石町(仮)_3","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00140_1","R001822982","QU-00140_00001","NOKIA","1","QI_L34G福岡博多駅南Ｊ_1","3.4G","87-028","6322262","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"QU-00140_1","R001822982","QU-00140_00001","","1","QI_N34G福岡博多駅南Ｊ_1","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-00140_1","R001822982","QU-00140_00002","NOKIA","2","QI_L34G福岡博多駅南Ｊ_2","3.4G","87-028","6322262","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"QU-00140_1","R001822982","QU-00140_00002","","2","QI_N34G福岡博多駅南Ｊ_2","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-00140_1","R001822982","QU-00140_00003","NOKIA","3","QI_L34G福岡博多駅南Ｊ_3","3.4G","87-028","6322262","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"QU-00140_1","R001822982","QU-00140_00003","","3","QI_N34G福岡博多駅南Ｊ_3","3.4G","87-028","","40MHz","3.4GHz-NR","","0"
"QU-00147_1","R001822987","QU-00147_00001","NOKIA","1","QI_L34G宮崎神宮_1","3.4G","81-124","6382047","20MHz+20MHz","3.4GHz-LTE","N0021","0"
"QU-00147_1","R001822987","QU-00147_00001","","1","QI_N34G宮崎神宮_1","3.4G","81-124","","40MHz","3.4GHz-NR","","0"
"QU-00169_1","R001823000","QU-00169_00001","NOKIA","1","QI_L34G鹿児島中央町_1","3.4G","84-002","6377347","20MHz+20MHz","3.4GHz-LTE","N0131","0"
"QU-00169_1","R001823000","QU-00169_00001","","1","QI_N34G鹿児島中央町_1","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00169_1","R001823000","QU-00169_00002","NOKIA","2","QI_L34G鹿児島中央町_2","3.4G","84-002","6377347","20MHz+20MHz","3.4GHz-LTE","N0131","0"
"QU-00169_1","R001823000","QU-00169_00002","","2","QI_N34G鹿児島中央町_2","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00169_1","R001823000","QU-00169_00003","NOKIA","3","QI_L34G鹿児島中央町_3","3.4G","84-002","6377347","20MHz+20MHz","3.4GHz-LTE","N0131","0"
"QU-00169_1","R001823000","QU-00169_00003","","3","QI_N34G鹿児島中央町_3","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00201_1","R001943236","QU-00201_00001","","1","QI_L34G長崎長崎市第２１０（仮）_1","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00201_1","R001943236","QU-00201_00001","","1","QI_N34G長崎長崎市第２１０（仮）_1","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00201_1","R001943236","QU-00201_00002","","2","QI_L34G長崎長崎市第２１０（仮）_2","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00201_1","R001943236","QU-00201_00002","","2","QI_N34G長崎長崎市第２１０（仮）_2","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00203_1","R001943150","QU-00203_00001","","1","QI_L34G長崎市深堀町０２Ｗ_1","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00203_1","R001943150","QU-00203_00001","","1","QI_N34G長崎市深堀町０２Ｗ_1","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00203_1","R001943150","QU-00203_00002","","2","QI_L34G長崎市深堀町０２Ｗ_2","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00203_1","R001943150","QU-00203_00002","","2","QI_N34G長崎市深堀町０２Ｗ_2","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00213_1","R001823004","QU-00213_00001","NOKIA","1","QI_L34G福岡別府Ｂ_1","3.4G","87-040","6377379","20MHz+20MHz","3.4GHz-LTE","N0031","0"
"QU-00213_1","R001823004","QU-00213_00001","","1","QI_N34G福岡別府Ｂ_1","3.4G","87-040","","40MHz","3.4GHz-NR","","0"
"QU-00215_1","R002001421","QU-00215_00001","","1","QI_L34G福岡福岡市西区第２５_S401051713(仮)_1","3.4G","87-035","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00215_1","R002001421","QU-00215_00001","","1","QI_N34G福岡福岡市西区第２５(仮)_1","3.4G","87-035","","40MHz","3.4GHz-NR","","0"
"QU-00218_1","R001942903","QU-00218_00001","NOKIA","1","QI_L34G福岡福岡市早良区第１０７（仮）_1","3.4G","87-040","6377384","20MHz+20MHz","3.4GHz-LTE","N0071","0"
"QU-00218_1","R001942903","QU-00218_00001","","1","QI_N34G福岡福岡市早良区第１０７（仮）_1","3.4G","87-040","","40MHz","3.4GHz-NR","","0"
"QU-00224_1","R002001424","QU-00224_00001","","1","QI_L34G福岡北九州市小倉南区第７２_S401054512(仮)_1","3.4G","87-015","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00224_1","R002001424","QU-00224_00001","","1","QI_N34G福岡北九州市小倉南区第７２(仮)_1","3.4G","87-015","","40MHz","3.4GHz-NR","","0"
"QU-00247_1","R002001502","QU-00247_00001","","1","QI_L34G福岡福岡市南区第８８_S401049348(仮)_1","3.4G","87-034","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00247_1","R002001502","QU-00247_00001","","1","QI_N34G福岡福岡市南区第３６(仮)_1","3.4G","87-034","","40MHz","3.4GHz-NR","","0"
"QU-00360_1","R001943497","QU-00360_00001","","1","QI_N34G鹿児島鹿児島市第１１８（仮）_1","3.4G","84-004","","40MHz","3.4GHz-NR","","0"
"QU-00384_1","R001823037","QU-00384_00001","NOKIA","1","QI_L34G鹿児島紫原Ｆ_1","3.4G","84-002","6377349","20MHz+20MHz","3.4GHz-LTE","N0142","0"
"QU-00384_1","R001823037","QU-00384_00001","","1","QI_N34G鹿児島紫原Ｆ_1","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00387_1","R001823038","QU-00387_00001","NOKIA","1","QU-00387_1_LTE_D002257640_17_1","3.4G","84-002","6377350","20MHz+20MHz","3.4GHz-LTE","N0151","0"
"QU-00387_1","R001823038","QU-00387_00001","","1","QI_N34G鹿児島鹿児島市第４４_FY21_NR_1","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00387_1","R001823038","QU-00387_00002","","N34G紫原7","QI_N34G紫原7","3.4G","84-002","","40MHz","3.4GHz-NR","","0"
"QU-00390_1","R001943493","QU-00390_00001","","1","QI_N34G鹿児島鹿児島市第６１（仮）_1","3.4G","84-004","","40MHz","3.4GHz-NR","","0"
"QU-00420_1","R001823042","QU-00420_00001","NOKIA","1","QI_L34G大分新川町_1","3.4G","85-004","6379635","20MHz+20MHz","3.4GHz-LTE","N0042","0"
"QU-00420_1","R001823042","QU-00420_00001","","1","QI_N34G大分新川町_1","3.4G","85-004","","40MHz","3.4GHz-NR","","0"
"QU-00452_1","R001943227","QU-00452_00001","","1","QI_L34G長崎長崎市第１０３（仮）_1","3.4G","86-009","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00452_1","R001943227","QU-00452_00001","","1","QI_N34G長崎長崎市第１０３（仮）_1","3.4G","86-009","","40MHz","3.4GHz-NR","","0"
"QU-00454_1","R001943223","QU-00454_00001","","1","QI_L34G長崎長崎市第１１（仮）_1","3.4G","86-009","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00454_1","R001943223","QU-00454_00001","","1","QI_N34G長崎長崎市第１１（仮）_1","3.4G","86-009","","40MHz","3.4GHz-NR","","0"
"QU-00464_1","R001943214","QU-00464_00001","","1","QI_L34G長崎長崎市第１６８（仮）_1","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00464_1","R001943214","QU-00464_00001","","1","QI_N34G長崎長崎市第１６８（仮）_1","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00464_1","R001943214","QU-00464_00002","","2","QI_L34G長崎長崎市第１６８（仮）_2","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00464_1","R001943214","QU-00464_00002","","2","QI_N34G長崎長崎市第１６８（仮）_2","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00464_1","R001943214","QU-00464_00003","","3","QI_L34G長崎長崎市第１６８（仮）_3","3.4G","86-007","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00464_1","R001943214","QU-00464_00003","","3","QI_N34G長崎長崎市第１６８（仮）_3","3.4G","86-007","","40MHz","3.4GHz-NR","","0"
"QU-00467_1","R002001385","QU-00467_00001","","1","QI_L34G長崎長崎市第１８８_S421062733(仮)_1","3.4G","86-001","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00467_1","R002001385","QU-00467_00001","","1","QI_N34G長崎長崎市第１８８(仮)_1","3.4G","86-001","","40MHz","3.4GHz-NR","","0"
"QU-00473_1","R001943172","QU-00473_00001","","1","QI_L34G長崎長崎市第２８（仮）_1","3.4G","86-009","","20MHz+20MHz","3.4GHz-LTE","","0"
"QU-00473_1","R001943172","QU-00473_00001","","1","QI_N34G長崎長崎市第２８（仮）_1","3.4G","86-009","","40MHz","3.4GHz-NR","","0"
